,text,start,duration,VideoId
around 20% less battery life",807.62,3.59,5mL_LAuuq6A
319,"on my Exynos version, compared",811.21,2.33,5mL_LAuuq6A
320,to the Qualcomm Snapdragon 865.,813.54,2.41,5mL_LAuuq6A
321,And I am generally getting over six hours,815.95,1.76,5mL_LAuuq6A
322,of screen-on time on a regular basis.,817.71,1.79,5mL_LAuuq6A
323,"So, I've been very, very
happy with the S20 Ultra.",819.5,3.03,5mL_LAuuq6A
324,"Now, bear in mind this is
Full HD+ at a 120 Hertz,",822.53,4.52,5mL_LAuuq6A
325,with the Qualcomm version.,827.05,1.65,5mL_LAuuq6A
326,"I've not have the OnePlus
8 Pro long enough as yet",828.7,2.94,5mL_LAuuq6A
327,"to give you a proper
conclusion of battery life.",831.64,2.33,5mL_LAuuq6A
328,"Generally speaking it has
been pretty good for me",833.97,2.96,5mL_LAuuq6A
329,and does get me through the day.,836.93,1.94,5mL_LAuuq6A
330,"For charging, both of these
do support very fast charging",838.87,2.73,5mL_LAuuq6A
331,"out of the box, however you do
get a slightly faster charger",841.6,3.53,5mL_LAuuq6A
332,"with the OnePlus 8 Pro,
compared to the S20 Ultra.",845.13,3.79,5mL_LAuuq6A
333,"However, you can buy a 45
Watt charger separately,",848.92,3.58,5mL_LAuuq6A
334,"which is going to charge up
the S20 Ultra very, very fast.",852.5,3.45,5mL_LAuuq6A
335,And the OnePlus 8 Pro for the first time,855.95,2.85,5mL_LAuuq6A
336,"on a OnePlus device does
have wireless charging.",858.8,3.45,5mL_LAuuq6A
337,"This is something that
I've been asking for,",862.25,1.59,5mL_LAuuq6A
338,"for a very, very long time.",863.84,1.92,5mL_LAuuq6A
339,"And not only that, it's
also very, very fast",865.76,2.82,5mL_LAuuq6A
340,compared to the S20 Ultra.,868.58,2.13,5mL_LAuuq6A
341,"The S20 Ultra is around 15
Watts and the OnePlus 8 Pro",870.71,4.13,5mL_LAuuq6A
342,is going towards 30 Watts.,874.84,1.84,5mL_LAuuq6A
343,"So, you're getting from one
to 50% in just 30 minutes.",876.68,4.28,5mL_LAuuq6A
344,"This is wireless charging,
so it's something",880.96,2.73,5mL_LAuuq6A
345,"that I'm very, very happy to
see here on the OnePlus 8 Pro.",883.69,3.64,5mL_LAuuq6A
346,"And both devices do support
reverse wireless charging.",887.33,2.85,5mL_LAuuq6A
347,"So, this is where you can use the devices",890.18,1.88,5mL_LAuuq6A
348,"to charge, maybe some accessories
or something wirelessly.",892.06,3.96,5mL_LAuuq6A
349,"Now, the S20 Ultra here
does get the advantage,",896.02,2.64,5mL_LAuuq6A
350,"because it does have faster
reverse wireless charging,",898.66,3.31,5mL_LAuuq6A
351,compared to the OnePlus 8 Pro.,901.97,2.63,5mL_LAuuq6A
352,"The OnePlus 8 Pro also has a new feature,",904.6,2.66,5mL_LAuuq6A
353,which OnePlus have introduced,907.26,1.42,5mL_LAuuq6A
354,"and that is smart charging optimization,",908.68,2.78,5mL_LAuuq6A
355,which is supposed to give your battery,911.46,2.81,5mL_LAuuq6A
356,a longer lifespan overtime.,914.27,2.89,5mL_LAuuq6A
357,And what this essentially does is,917.16,1.82,5mL_LAuuq6A
358,"it delays your charging
based on you usage pattern.",918.98,2.99,5mL_LAuuq6A
359,"So, say for instance you wake
up at 8:00 a.m. every day,",921.97,2.96,5mL_LAuuq6A
360,then it's not going to charge your device,924.93,2.11,5mL_LAuuq6A
361,to really 100% until you wake up.,927.04,3.08,5mL_LAuuq6A
362,and this way it should help,930.12,1.3,5mL_LAuuq6A
363,your battery health in the long term.,931.42,3.07,5mL_LAuuq6A
364,"Now, let's talk about the price.",934.49,2.4,5mL_LAuuq6A
365,"The OnePlus 8 Pro has gone up in price,",936.89,2.94,5mL_LAuuq6A
366,"compared to the previous generation,",939.83,1.82,5mL_LAuuq6A
367,something we've been seeing,941.65,1.13,5mL_LAuuq6A
368,from OnePlus year and year again.,942.78,1.79,5mL_LAuuq6A
369,So it is starting at around $900.,944.57,3.2,5mL_LAuuq6A
370,"The S20 Ultra however
does start much higher",947.77,3.33,5mL_LAuuq6A
371,"at around $1400, or around
1200 pounds here in the UK.",951.1,4.85,5mL_LAuuq6A
372,"So you are going to be
paying quite a bit more",955.95,2.14,5mL_LAuuq6A
373,"for the S20 Ultra compared
to the OnePlus 8 Pro.",958.09,4.22,5mL_LAuuq6A
374,"And the OnePlus 8 Pro, let's be real,",962.31,2.53,5mL_LAuuq6A
375,is the better overall deal here.,964.84,2.25,5mL_LAuuq6A
376,"You are getting a lot of
features for that price.",967.09,3.46,5mL_LAuuq6A
377,The S20 Ultra is a really good device,970.55,2.5,5mL_LAuuq6A
378,and it is offering some unique features,973.05,2.16,5mL_LAuuq6A
379,"such as that extensive zoom,",975.21,2.48,5mL_LAuuq6A
380,but is it worth that higher price tag?,977.69,2.91,5mL_LAuuq6A
381,What do you guys think?,980.6,1.06,5mL_LAuuq6A
382,"Definitely let me know
in the comments below.",981.66,1.29,5mL_LAuuq6A
383,"Also let me know which device
you would pick overall,",982.95,2.6,5mL_LAuuq6A
384,"the OnePlus 8 Pro or the S20
Ultra Samsung Galaxy S20 Ultra.",985.55,3.67,5mL_LAuuq6A
385,If you want to see lots more content,989.22,1.51,5mL_LAuuq6A
386,"here on the channel like this,",990.73,1.41,5mL_LAuuq6A
387,"then be sure to subscribe
and hit that bell icon",992.14,2.75,5mL_LAuuq6A
388,"if you haven't already.
(bell rings)",994.89,1.43,5mL_LAuuq6A
389,I hope you enjoyed this video,996.32,1.16,5mL_LAuuq6A
390,and found it useful.,997.48,0.84,5mL_LAuuq6A
391,"If you did then do hit that
thumbs up button for me.",998.32,2.42,5mL_LAuuq6A
392,"Thanks for watching, this
is Saf on SuperSaf TV,",1000.74,2.62,5mL_LAuuq6A
393,and I'll see you next time.,1003.36,1.483,5mL_LAuuq6A
394,(upbeat music),1004.843,2.583,5mL_LAuuq6A
0,oK you've seen the title these are the,0.03,3.75,MHWnTJwxsKM
1,two highest end 2020 flag ships from 1,1.56,4.65,MHWnTJwxsKM
2,plus and samsung I've used both for a,3.78,4.35,MHWnTJwxsKM
3,fair bit of time now and today we're,6.21,3.75,MHWnTJwxsKM
4,going to declare a Android smartphone,8.13,4.11,MHWnTJwxsKM
5,king also alongside this video I've,9.96,3.66,MHWnTJwxsKM
6,launched another one comparing the,12.24,3.809,MHWnTJwxsKM
7,normal 1 plus 8 with Apple's iPhone 11,13.62,3.989,MHWnTJwxsKM
8,because that phone was basically built,16.049,3.39,MHWnTJwxsKM
9,to be an iPhone killer,17.609,3.481,MHWnTJwxsKM
10,so after you've seen this one then do,19.439,3.271,MHWnTJwxsKM
11,check that one out too in case you're,21.09,3.21,MHWnTJwxsKM
12,wondering this is the package oneplus,22.71,3.96,MHWnTJwxsKM
13,sent out to me it's the media kit which,24.3,4.17,MHWnTJwxsKM
14,has a few cool things inside for,26.67,4.019,MHWnTJwxsKM
15,starters a beefy reviewers guide I'm,28.47,4.95,MHWnTJwxsKM
16,talking a 60 page read over here and 2,30.689,4.921,MHWnTJwxsKM
17,official cases one is the sunstone,33.42,4.62,MHWnTJwxsKM
18,bumper which I mean it feels ok solid,35.61,4.289,MHWnTJwxsKM
19,all run protection with a textured,38.04,3.48,MHWnTJwxsKM
20,finish on both the outside and inside,39.899,4.561,MHWnTJwxsKM
21,but it is just a sheet of plastic the,41.52,5.1,MHWnTJwxsKM
22,second though is the carbon bumper which,44.46,4.439,MHWnTJwxsKM
23,i think is slightly nicer it's part TPU,46.62,3.75,MHWnTJwxsKM
24,and pot' Kevlar,48.899,3.18,MHWnTJwxsKM
25,it still feels slim and light but does,50.37,2.939,MHWnTJwxsKM
26,have a nice matte finish on the outside,52.079,4.531,MHWnTJwxsKM
27,texture on the inside and finally this,53.309,5.461,MHWnTJwxsKM
28,is the retail box the phone so if you,56.61,4.019,MHWnTJwxsKM
29,hopped into a store right now well this,58.77,3.809,MHWnTJwxsKM
30,is the box you'd get and I would go as,60.629,3.42,MHWnTJwxsKM
31,far as to say that the combination of,62.579,3.451,MHWnTJwxsKM
32,what it looks like and what you get in,64.049,3.93,MHWnTJwxsKM
33,here makes this one of my favorite boxes,66.03,3.87,MHWnTJwxsKM
34,and ever the phone is on top and below,67.979,3.93,MHWnTJwxsKM
35,that you get this elongated insert which,69.9,3.93,MHWnTJwxsKM
36,has a couple of cool things inside some,71.909,3.6,MHWnTJwxsKM
37,information cards a sheet of oneplus,73.83,3.51,MHWnTJwxsKM
38,stickers and the invitation letter which,75.509,3.811,MHWnTJwxsKM
39,has the similar typical attached on to,77.34,3.419,MHWnTJwxsKM
40,it this is just basically one plus,79.32,3.75,MHWnTJwxsKM
41,saying hi there yeah thanks for buying,80.759,4.381,MHWnTJwxsKM
42,me there's more though I'm a big fan of,83.07,3.78,MHWnTJwxsKM
43,this case they've added in there it's,85.14,4.409,MHWnTJwxsKM
44,not just some lazy generic TPU sheet,86.85,5.01,MHWnTJwxsKM
45,it's got the never settle slogan in Vic,89.549,4.351,MHWnTJwxsKM
46,text it's got a matte finish on the,91.86,4.41,MHWnTJwxsKM
47,rails texture on the inside and a little,93.9,5.219,MHWnTJwxsKM
48,designed by 1 plus text there's a USBC,96.27,5.309,MHWnTJwxsKM
49,cable for charging and a 30 watt warp,99.119,4.86,MHWnTJwxsKM
50,charger this is fast the eagle-eyed,101.579,3.961,MHWnTJwxsKM
51,among you might have noticed that,103.979,3.451,MHWnTJwxsKM
52,oneplus is actually branded since their,105.54,3.869,MHWnTJwxsKM
53,last phone everything is now in all caps,107.43,4.71,MHWnTJwxsKM
54,with a slightly bolder logo anyways,109.409,4.35,MHWnTJwxsKM
55,holding these two phones together you'll,112.14,3.39,MHWnTJwxsKM
56,notice something the oneplus 8 pro is a,113.759,3.811,MHWnTJwxsKM
57,big phone but Samsung is a slightly,115.53,4.29,MHWnTJwxsKM
58,bigger in every dimension you'll almost,117.57,4.049,MHWnTJwxsKM
59,miss it at a glance but because it's,119.82,3.839,MHWnTJwxsKM
60,bigger from all angles it's taller,121.619,4.471,MHWnTJwxsKM
61,thicker heavier wider and so when you,123.659,3.871,MHWnTJwxsKM
62,add all those together this feels like a,126.09,3.029,MHWnTJwxsKM
63,middleweight versus heavy weight,127.53,3.84,MHWnTJwxsKM
64,situation like no one ever wants to drop,129.119,3.631,MHWnTJwxsKM
65,their phone on their face when they're,131.37,2.43,MHWnTJwxsKM
66,scrolling embedded,132.75,2.94,MHWnTJwxsKM
67,right but I get the feeling that if you,133.8,4.29,MHWnTJwxsKM
68,did do that with this phone you'd be out,135.69,4.86,MHWnTJwxsKM
69,for a few days and as a result almost by,138.09,4.71,MHWnTJwxsKM
70,default oneplus is the more ergonomic,140.55,4.71,MHWnTJwxsKM
71,palm friendly offering but on top of,142.8,4.59,MHWnTJwxsKM
72,that it's smaller dimensions are,145.26,4.17,MHWnTJwxsKM
73,combined with a slightly curved back and,147.39,3.96,MHWnTJwxsKM
74,a matte finish if you go for the top-end,149.43,4.38,MHWnTJwxsKM
75,model this I'm phone off in the UK at,151.35,3.99,MHWnTJwxsKM
76,least the two color options you get are,153.81,4.62,MHWnTJwxsKM
77,glossy black and this greeny blue color,155.34,5.04,MHWnTJwxsKM
78,bordering on being a little plain for,158.43,4.38,MHWnTJwxsKM
79,still it's done well and some color is,160.38,4.17,MHWnTJwxsKM
80,still better than no color like the,162.81,3.51,MHWnTJwxsKM
81,Samsung which comes in either black or,164.55,3.75,MHWnTJwxsKM
82,this exciting gray color,166.32,3.6,MHWnTJwxsKM
83,oh yeah and neither phone has a,168.3,3.57,MHWnTJwxsKM
84,headphone jack but oneplus does have a,169.92,3.81,MHWnTJwxsKM
85,dedicated slider for switching between,171.87,4.14,MHWnTJwxsKM
86,ring vibrate and silent,173.73,4.14,MHWnTJwxsKM
87,the only real design negative for,176.01,4.41,MHWnTJwxsKM
88,oneplus is the enormous camera bump it,177.87,3.72,MHWnTJwxsKM
89,was pretty much my first observation,180.42,3.27,MHWnTJwxsKM
90,when I took the phone out the box but,181.59,4.41,MHWnTJwxsKM
91,let's not forget Samsung sticks out just,183.69,4.32,MHWnTJwxsKM
92,as much but it's wider too if you're,186.0,3.63,MHWnTJwxsKM
93,going to use a case neither of these is,188.01,3.45,MHWnTJwxsKM
94,a big deal because they'll even out the,189.63,3.96,MHWnTJwxsKM
95,back but if you're going there the,191.46,3.93,MHWnTJwxsKM
96,protrusions on either side are enough,193.59,3.63,MHWnTJwxsKM
97,that you can't really use these phones,195.39,3.99,MHWnTJwxsKM
98,sitting on a flat surface okay anyways,197.22,3.9,MHWnTJwxsKM
99,the traditional oneplus smartphone,199.38,3.9,MHWnTJwxsKM
100,strategy has always been to cut a few,201.12,4.05,MHWnTJwxsKM
101,corners to make a firm that is nearly as,203.28,3.84,MHWnTJwxsKM
102,good as the top level flagship ferns but,205.17,4.8,MHWnTJwxsKM
103,much cheaper that's changing this time,207.12,4.74,MHWnTJwxsKM
104,round the oneplus 8 pro is edging ever,209.97,4.019,MHWnTJwxsKM
105,closer to costing as much as a flagship,211.86,5.01,MHWnTJwxsKM
106,I'll come to this but now with little if,213.989,5.761,MHWnTJwxsKM
107,any compromise for example past oneplus,216.87,4.8,MHWnTJwxsKM
108,phones they skipped an IP rating they,219.75,3.57,MHWnTJwxsKM
109,skipped wireless charging but now you've,221.67,3.75,MHWnTJwxsKM
110,got both and in fact one plus wireless,223.32,3.18,MHWnTJwxsKM
111,charging has gone from being,225.42,3.63,MHWnTJwxsKM
112,non-existent to now actually a head of,226.5,4.68,MHWnTJwxsKM
113,Samsung's it can charge with 30 watts of,229.05,4.47,MHWnTJwxsKM
114,power versus 15 on the ultra and,231.18,5.4,MHWnTJwxsKM
115,displays Samsung really is the one to,233.52,4.62,MHWnTJwxsKM
116,beat when it comes to smartphone screens,236.58,4.11,MHWnTJwxsKM
117,but for my preferences at least I would,238.14,4.47,MHWnTJwxsKM
118,go as far as to say that oneplus has,240.69,3.66,MHWnTJwxsKM
119,actually just done that they're similar,242.61,3.51,MHWnTJwxsKM
120,screens both friends actually use a,244.35,4.32,MHWnTJwxsKM
121,display made by Samsung they both have,246.12,5.01,MHWnTJwxsKM
122,insanely high quad HD plus resolutions,248.67,5.58,MHWnTJwxsKM
123,AMOLED technology for deep contrast 120,251.13,4.919,MHWnTJwxsKM
124,Hertz refresh rates for liquid smooth,254.25,3.9,MHWnTJwxsKM
125,performance and built in technologies to,256.049,3.991,MHWnTJwxsKM
126,reduce the amount of blue light emitted,258.15,3.45,MHWnTJwxsKM
127,which is just better for your sleep,260.04,3.96,MHWnTJwxsKM
128,cycle a similar size to is six point,261.6,4.25,MHWnTJwxsKM
129,seven eight inches versus six point,264.0,4.82,MHWnTJwxsKM
130,9 inches but a few differences and the,265.85,5.22,MHWnTJwxsKM
131,key one for me actually being brightness,268.82,3.9,MHWnTJwxsKM
132,I always couldn't believe it the one,271.07,3.57,MHWnTJwxsKM
133,plus looks significantly brighter than,272.72,3.84,MHWnTJwxsKM
134,Samsung's I've tried indoor I've tried,274.64,3.81,MHWnTJwxsKM
135,out door the same result we're talking a,276.56,3.45,MHWnTJwxsKM
136,screen so bright that sometimes I would,278.45,3.45,MHWnTJwxsKM
137,find myself not bothering to use the,280.01,3.6,MHWnTJwxsKM
138,torch but instead of just turning my,281.9,3.36,MHWnTJwxsKM
139,phone around and using the display oh,283.61,3.39,MHWnTJwxsKM
140,yeah and one plus can keep running a,285.26,3.87,MHWnTJwxsKM
141,quad HD plus resolution whilst having,287.0,4.26,MHWnTJwxsKM
142,it's 120 Hertz refresh rate on with,289.13,4.02,MHWnTJwxsKM
143,Samsung it's a case of deciding do I,291.26,3.96,MHWnTJwxsKM
144,want an ultra sharp display or do I want,293.15,3.69,MHWnTJwxsKM
145,an ultra smooth display and on top of,295.22,4.59,MHWnTJwxsKM
146,that yes there is more want less claims,296.84,4.74,MHWnTJwxsKM
147,they further extend their lead with,299.81,4.29,MHWnTJwxsKM
148,something called M EMC technology it's a,301.58,3.99,MHWnTJwxsKM
149,piece of software that tries to combat,304.1,3.21,MHWnTJwxsKM
150,the fact that we've got displays here,305.57,3.96,MHWnTJwxsKM
151,that refresh 120 times per second and,307.31,5.31,MHWnTJwxsKM
152,yet most videos are filmed at 24 or 30,309.53,5.04,MHWnTJwxsKM
153,so when you're using certain apps like,312.62,3.69,MHWnTJwxsKM
154,YouTube on this version it can actually,314.57,3.78,MHWnTJwxsKM
155,insert extra frames to make the video,316.31,4.53,MHWnTJwxsKM
156,appear smoother but after a bit I turn,318.35,4.32,MHWnTJwxsKM
157,the feature off it causes extra battery,320.84,3.66,MHWnTJwxsKM
158,drain and to be honest while it does,322.67,3.51,MHWnTJwxsKM
159,look beautiful on videos that are,324.5,3.45,MHWnTJwxsKM
160,already filmed at say 60 frames per,326.18,3.48,MHWnTJwxsKM
161,second what is trying to upscale videos,327.95,4.14,MHWnTJwxsKM
162,that are filmed at like 24 or 30 the end,329.66,3.99,MHWnTJwxsKM
163,results framerate is kind of all over,332.09,4.17,MHWnTJwxsKM
164,the place it kind of judders both phones,333.65,4.38,MHWnTJwxsKM
165,have an almost identically sized hole,336.26,3.87,MHWnTJwxsKM
166,punch do you want it on the side or do,338.03,3.21,MHWnTJwxsKM
167,you want it in the middle it is,340.13,2.73,MHWnTJwxsKM
168,completely up to you,341.24,4.32,MHWnTJwxsKM
169,me personally I'm a corner hole kind of,342.86,4.98,MHWnTJwxsKM
170,guy you lose symmetry but it means that,345.56,3.69,MHWnTJwxsKM
171,when you watch videos the hole punch,347.84,3.45,MHWnTJwxsKM
172,kind of disappears generally when you're,349.25,3.51,MHWnTJwxsKM
173,watching something your eyes are kind of,351.29,3.54,MHWnTJwxsKM
174,focused on the center of your screen so,352.76,3.66,MHWnTJwxsKM
175,if you have a corner hole punch it's,354.83,3.54,MHWnTJwxsKM
176,kind of further into your peripheral,356.42,3.93,MHWnTJwxsKM
177,vision the last thing I did notice is,358.37,4.32,MHWnTJwxsKM
178,the extra curve you get on the 8 pro's,360.35,4.29,MHWnTJwxsKM
179,display which for the most part is just,362.69,3.93,MHWnTJwxsKM
180,a subjective thing but I will say that,364.64,3.72,MHWnTJwxsKM
181,it's just enough of a curve that in some,366.62,3.75,MHWnTJwxsKM
182,rare cases when I was holding the phone,368.36,3.78,MHWnTJwxsKM
183,with one hand my other fingers would be,370.37,3.9,MHWnTJwxsKM
184,triggering the edges and this doesn't,372.14,3.66,MHWnTJwxsKM
185,seem to happen on the Samsung and one,374.27,3.42,MHWnTJwxsKM
186,thing I've really got a hand to Samsung,375.8,3.48,MHWnTJwxsKM
187,is the fact that in the last few years,377.69,3.27,MHWnTJwxsKM
188,they've brought their phones up from,379.28,3.12,MHWnTJwxsKM
189,being some of the more bloated and,380.96,3.18,MHWnTJwxsKM
190,sluggish offerings to actually some of,382.4,3.84,MHWnTJwxsKM
191,the snappiest 1 plus used to have a very,384.14,4.32,MHWnTJwxsKM
192,clear speed and actually even battery,386.24,4.23,MHWnTJwxsKM
193,advantage but I think it's starting to,388.46,3.78,MHWnTJwxsKM
194,fade and let me be very clear this is,390.47,3.63,MHWnTJwxsKM
195,not a case of one-plus getting slower by,392.24,3.27,MHWnTJwxsKM
196,any stretch of the imagination,394.1,3.81,MHWnTJwxsKM
197,v8 Pro is blistering fast it's just a,395.51,3.899,MHWnTJwxsKM
198,case that actually Samsung has caught,397.91,3.689,MHWnTJwxsKM
199,and we're at a stage where I really,399.409,3.24,MHWnTJwxsKM
200,can't tell much of a difference between,401.599,2.79,MHWnTJwxsKM
201,them anymore both phones have those,402.649,4.02,MHWnTJwxsKM
202,ultra fluid 120 Hertz displays and,404.389,3.96,MHWnTJwxsKM
203,pretty much the best specs you can hope,406.669,4.441,MHWnTJwxsKM
204,for top-end chipsets a ton of RAM up to,408.349,5.52,MHWnTJwxsKM
205,12 gigs on oneplus and 16 on Samsung and,411.11,5.909,MHWnTJwxsKM
206,fast u FS 3.0 storage the only caveat,413.869,4.98,MHWnTJwxsKM
207,with the Samsung is and we've gone,417.019,3.24,MHWnTJwxsKM
208,through this is the fact that there's,418.849,2.46,MHWnTJwxsKM
209,two different versions of the phone,420.259,3.0,MHWnTJwxsKM
210,depending on which region you're in and,421.309,3.301,MHWnTJwxsKM
211,long story short if you get the,423.259,2.97,MHWnTJwxsKM
212,Snapdragon version in your region you,424.61,3.449,MHWnTJwxsKM
213,get to go this is a really fantastically,426.229,3.54,MHWnTJwxsKM
214,performing phone but if you get the,428.059,5.1,MHWnTJwxsKM
215,Exynos version and not so much but the,429.769,5.22,MHWnTJwxsKM
216,full detail is linked somewhere here so,433.159,3.3,MHWnTJwxsKM
217,you can check that up I guess the point,434.989,3.18,MHWnTJwxsKM
218,here is that no matter what region,436.459,2.97,MHWnTJwxsKM
219,you're in with the oneplus you'll get,438.169,3.33,MHWnTJwxsKM
220,the better Snapdragon chip even the,439.429,4.38,MHWnTJwxsKM
221,speakers on the oneplus a top level this,441.499,3.57,MHWnTJwxsKM
222,is another corner the company has,443.809,3.93,MHWnTJwxsKM
223,historically cut but not anymore you get,445.069,5.22,MHWnTJwxsKM
224,one on the front on bottom vocals and,447.739,5.16,MHWnTJwxsKM
225,instrumentals just sounded so crisp and,450.289,4.59,MHWnTJwxsKM
226,I would say the volume is comparable,452.899,4.17,MHWnTJwxsKM
227,between the two so at this stage it's,454.879,3.36,MHWnTJwxsKM
228,starting to seem a little bit like a,457.069,3.93,MHWnTJwxsKM
229,homerun for one plus it seems as if it,458.239,4.14,MHWnTJwxsKM
230,does pretty much everything the s20,460.999,3.21,MHWnTJwxsKM
231,ultra does but just at least as good or,462.379,4.5,MHWnTJwxsKM
232,better and it's far cheaper so does the,464.209,5.31,MHWnTJwxsKM
233,s20 ultra even have a place well the one,466.879,4.29,MHWnTJwxsKM
234,area where I can see oneplus two saved,469.519,4.14,MHWnTJwxsKM
235,some money versus Samsung is the camera,471.169,4.08,MHWnTJwxsKM
236,system and so while Samsung has a,473.659,4.081,MHWnTJwxsKM
237,massive 108 megapixel main sensor,475.249,5.13,MHWnTJwxsKM
238,oneplus has a smaller 48 megapixel one,477.74,4.289,MHWnTJwxsKM
239,it's a new sensor it's an improvement,480.379,3.45,MHWnTJwxsKM
240,from last gen but not as good as,482.029,3.0,MHWnTJwxsKM
241,Samsung's something has a,483.829,3.18,MHWnTJwxsKM
242,high-resolution telephoto camera that,485.029,4.26,MHWnTJwxsKM
243,you do 10 times hybrid zoom what Plus,487.009,4.59,MHWnTJwxsKM
244,can do three times hybrid zoom and they,489.289,4.08,MHWnTJwxsKM
245,both have pretty comparable ultra white,491.599,3.69,MHWnTJwxsKM
246,cameras but this is where it gets weird,493.369,4.2,MHWnTJwxsKM
247,these are both quad camera systems,495.289,4.14,MHWnTJwxsKM
248,Samsung's forth is a time-of-flight,497.569,4.62,MHWnTJwxsKM
249,camera to detect depth but oneplus is,499.429,4.17,MHWnTJwxsKM
250,fourth is something called a color,502.189,4.111,MHWnTJwxsKM
251,filter camera or in other words a camera,503.599,4.02,MHWnTJwxsKM
252,that can view the world in a slightly,506.3,3.0,MHWnTJwxsKM
253,different way and I'll give it this it,507.619,3.72,MHWnTJwxsKM
254,has been fun walking around and just,509.3,3.69,MHWnTJwxsKM
255,seeing how different normal day-to-day,511.339,4.411,MHWnTJwxsKM
256,objects look but honestly I have really,512.99,4.319,MHWnTJwxsKM
257,tried to give this thing a chance and I,515.75,3.18,MHWnTJwxsKM
258,just don't get it it doesn't make any,517.309,4.02,MHWnTJwxsKM
259,sense to me the camera is low resolution,518.93,3.93,MHWnTJwxsKM
260,and it doesn't let nearly as much light,521.329,3.211,MHWnTJwxsKM
261,in as your main camera in a best-case,522.86,3.539,MHWnTJwxsKM
262,scenario your outputs gonna look like a,524.54,4.049,MHWnTJwxsKM
263,really old film and in worst case it'll,526.399,3.601,MHWnTJwxsKM
264,just look like something's gone wrong,528.589,2.971,MHWnTJwxsKM
265,maybe someone will,530.0,3.66,MHWnTJwxsKM
266,really cool views for it but considering,531.56,3.719,MHWnTJwxsKM
267,that in my briefing of the phone the,533.66,3.15,MHWnTJwxsKM
268,company barely touched on it and,535.279,3.391,MHWnTJwxsKM
269,considering that the setting for using,536.81,3.33,MHWnTJwxsKM
270,this camera is hidden away in the,538.67,2.28,MHWnTJwxsKM
271,filters menu,540.14,2.67,MHWnTJwxsKM
272,it suggests that oneplus isn't that,540.95,3.03,MHWnTJwxsKM
273,confident in it either,542.81,2.969,MHWnTJwxsKM
274,that said I spent most of my time with,543.98,3.78,MHWnTJwxsKM
275,oneplus camera actually just being taken,545.779,3.871,MHWnTJwxsKM
276,aback at how much they've improved the,547.76,3.69,MHWnTJwxsKM
277,rest of it it may be cheaper hardware,549.65,3.78,MHWnTJwxsKM
278,than what's on Samsung's but in almost,551.45,4.32,MHWnTJwxsKM
279,every situation the output is at least,553.43,4.47,MHWnTJwxsKM
280,as good Paswan plus phones had some,555.77,4.56,MHWnTJwxsKM
281,potentially wonky color processing none,557.9,4.02,MHWnTJwxsKM
282,of that here photos look true to life,560.33,3.78,MHWnTJwxsKM
283,and crispy with nice depth of field,561.92,3.96,MHWnTJwxsKM
284,thanks to a pretty large sensor and,564.11,4.29,MHWnTJwxsKM
285,video the video colors and the dynamic,565.88,4.98,MHWnTJwxsKM
286,range are stunning and lifelike it feels,568.4,3.96,MHWnTJwxsKM
287,like oneplus has gone right back to the,570.86,3.419,MHWnTJwxsKM
288,drawing board and built a completely new,572.36,3.66,MHWnTJwxsKM
289,color processing algorithm that just,574.279,2.581,MHWnTJwxsKM
290,works,576.02,3.33,MHWnTJwxsKM
291,monie current gripe is that while yes,576.86,4.77,MHWnTJwxsKM
292,that dynamic range is gorgeous the,579.35,4.98,MHWnTJwxsKM
293,focusing is not or at least it isn't yet,581.63,4.68,MHWnTJwxsKM
294,and funnily enough it just so happens,584.33,3.69,MHWnTJwxsKM
295,that this is also an issue for Samsung,586.31,3.66,MHWnTJwxsKM
296,but detail camera comparison coming very,588.02,3.78,MHWnTJwxsKM
297,soon so if you could subscribe to that,589.97,4.2,MHWnTJwxsKM
298,that would be amazing a few final things,591.8,4.62,MHWnTJwxsKM
299,to note both have in display fingerprint,594.17,4.68,MHWnTJwxsKM
300,scanners and dual SIM functionality but,596.42,3.69,MHWnTJwxsKM
301,with the Samsung you can actually use,598.85,3.03,MHWnTJwxsKM
302,one of those SIM card slots to double as,600.11,4.44,MHWnTJwxsKM
303,extra expandable storage I also slightly,601.88,4.47,MHWnTJwxsKM
304,prefer the haptic engine on the ultra,604.55,4.05,MHWnTJwxsKM
305,but you get good general vibration,606.35,3.75,MHWnTJwxsKM
306,feedback on both and in terms of,608.6,3.09,MHWnTJwxsKM
307,charging speeds you won't have a problem,610.1,3.69,MHWnTJwxsKM
308,whichever way you turn here the crucial,611.69,3.99,MHWnTJwxsKM
309,factor here though is that it just so,613.79,4.38,MHWnTJwxsKM
310,happens that Samsung's high-end is 50%,615.68,4.65,MHWnTJwxsKM
311,more expensive than one pluses high-end,618.17,4.26,MHWnTJwxsKM
312,you are getting a more impressive spec,620.33,3.84,MHWnTJwxsKM
313,sheet with the Samsung you're getting,622.43,3.51,MHWnTJwxsKM
314,those extreme numbers that you're paying,624.17,3.78,MHWnTJwxsKM
315,for things like a 100 an 8 megapixel,625.94,4.44,MHWnTJwxsKM
316,camera versus 48 a five thousand,627.95,5.58,MHWnTJwxsKM
317,milliamp hour battery versus 4510 on one,630.38,6.12,MHWnTJwxsKM
318,plus 16 gigs of ram versus 12 and so on,633.53,4.95,MHWnTJwxsKM
319,but from my time with it these extreme,636.5,4.2,MHWnTJwxsKM
320,specifications don't really translate to,638.48,4.83,MHWnTJwxsKM
321,an extreme experience in its defense,640.7,4.62,MHWnTJwxsKM
